country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2012,85,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2013,91,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2014,96,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2015,89,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2016,86,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2017,93,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2018,90,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2019,99,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2020,91,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2021,93,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2022,92,Total,Units,%,Estimated value,,,12 to 23 months old
Trinidad and Tobago,TT,TTO,780,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2023,90,Total,Units,%,Estimated value,,,12 to 23 months old
Tunisia,TN,TUN,788,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2012,96,Total,Units,%,Estimated value,,,12 to 23 months old
Tunisia,TN,TUN,788,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2013,94,Total,Units,%,Estimated value,,,12 to 23 months old
Tunisia,TN,TUN,788,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2014,98,Total,Units,%,Estimated value,,,12 to 23 months old
Tunisia,TN,TUN,788,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2015,98,Total,Units,%,Estimated value,,,12 to 23 months old
Tunisia,TN,TUN,788,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2016,96,Total,Units,%,Estimated value,,,12 to 23 months old
Tunisia,TN,TUN,788,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2017,98,Total,Units,%,Estimated value,,,12 to 23 months old
Tunisia,TN,TUN,788,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2018,96,Total,Units,%,Estimated value,,,12 to 23 months old
Tunisia,TN,TUN,788,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2019,98,Total,Units,%,Estimated value,,,12 to 23 months old
Tunisia,TN,TUN,788,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2020,98,Total,Units,%,Estimated value,,,12 to 23 months old
Tunisia,TN,TUN,788,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2021,95,Total,Units,%,Estimated value,,,12 to 23 months old
Tunisia,TN,TUN,788,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2022,95,Total,Units,%,Estimated value,,,12 to 23 months old
Tunisia,TN,TUN,788,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2023,96,Total,Units,%,Estimated value,,,12 to 23 months old
Turkmenistan,TM,TKM,795,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2007,99,Total,Units,%,Estimated value,,,12 to 23 months old
Turkmenistan,TM,TKM,795,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2008,99,Total,Units,%,Estimated value,,,12 to 23 months old
Turkmenistan,TM,TKM,795,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2009,99,Total,Units,%,Estimated value,,,12 to 23 months old
Turkmenistan,TM,TKM,795,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2010,99,Total,Units,%,Estimated value,,,12 to 23 months old
Turkmenistan,TM,TKM,795,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2011,99,Total,Units,%,Estimated value,,,12 to 23 months old
Turkmenistan,TM,TKM,795,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2012,99,Total,Units,%,Estimated value,,,12 to 23 months old
Turkmenistan,TM,TKM,795,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2013,99,Total,Units,%,Estimated value,,,12 to 23 months old
Turkmenistan,TM,TKM,795,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2014,99,Total,Units,%,Estimated value,,,12 to 23 months old
Turkmenistan,TM,TKM,795,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2015,99,Total,Units,%,Estimated value,,,12 to 23 months old
Turkmenistan,TM,TKM,795,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2016,99,Total,Units,%,Estimated value,,,12 to 23 months old
Turkmenistan,TM,TKM,795,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2017,99,Total,Units,%,Estimated value,,,12 to 23 months old
Turkmenistan,TM,TKM,795,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2018,99,Total,Units,%,Estimated value,,,12 to 23 months old
Turkmenistan,TM,TKM,795,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2019,99,Total,Units,%,Estimated value,,,12 to 23 months old
Turkmenistan,TM,TKM,795,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2020,98,Total,Units,%,Estimated value,,,12 to 23 months old
Turkmenistan,TM,TKM,795,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2021,97,Total,Units,%,Estimated value,,,12 to 23 months old
Turkmenistan,TM,TKM,795,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2022,98,Total,Units,%,Estimated value,,,12 to 23 months old
Turkmenistan,TM,TKM,795,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2023,99,Total,Units,%,Estimated value,,,12 to 23 months old
Tuvalu,TV,TUV,798,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2005,62,Total,Units,%,Estimated value,,,12 to 23 months old
Tuvalu,TV,TUV,798,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2006,84,Total,Units,%,Estimated value,,,12 to 23 months old
Tuvalu,TV,TUV,798,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2007,95,Total,Units,%,Estimated value,,,12 to 23 months old
Tuvalu,TV,TUV,798,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2008,93,Total,Units,%,Estimated value,,,12 to 23 months old
Tuvalu,TV,TUV,798,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2009,90,Total,Units,%,Estimated value,,,12 to 23 months old
Tuvalu,TV,TUV,798,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2010,85,Total,Units,%,Estimated value,,,12 to 23 months old
Tuvalu,TV,TUV,798,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2011,98,Total,Units,%,Estimated value,,,12 to 23 months old
Tuvalu,TV,TUV,798,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2012,98,Total,Units,%,Estimated value,,,12 to 23 months old
Tuvalu,TV,TUV,798,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2013,96,Total,Units,%,Estimated value,,,12 to 23 months old
Tuvalu,TV,TUV,798,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2014,94,Total,Units,%,Estimated value,,,12 to 23 months old
Tuvalu,TV,TUV,798,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2015,94,Total,Units,%,Estimated value,,,12 to 23 months old
Tuvalu,TV,TUV,798,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2016,96,Total,Units,%,Estimated value,,,12 to 23 months old
Tuvalu,TV,TUV,798,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2017,95,Total,Units,%,Estimated value,,,12 to 23 months old
Tuvalu,TV,TUV,798,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2018,88,Total,Units,%,Estimated value,,,12 to 23 months old
Tuvalu,TV,TUV,798,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2019,96,Total,Units,%,Estimated value,,,12 to 23 months old
Tuvalu,TV,TUV,798,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2020,93,Total,Units,%,Estimated value,,,12 to 23 months old
Tuvalu,TV,TUV,798,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2021,93,Total,Units,%,Estimated value,,,12 to 23 months old
Tuvalu,TV,TUV,798,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2022,90,Total,Units,%,Estimated value,,,12 to 23 months old
Tuvalu,TV,TUV,798,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2023,98,Total,Units,%,Estimated value,,,12 to 23 months old
Turkey,TR,TUR,792,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2006,98,Total,Units,%,Estimated value,,,12 to 23 months old
Turkey,TR,TUR,792,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2007,96,Total,Units,%,Estimated value,,,12 to 23 months old
Turkey,TR,TUR,792,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2008,97,Total,Units,%,Estimated value,,,12 to 23 months old
Turkey,TR,TUR,792,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2009,97,Total,Units,%,Estimated value,,,12 to 23 months old
Turkey,TR,TUR,792,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2010,97,Total,Units,%,Estimated value,,,12 to 23 months old
Turkey,TR,TUR,792,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2011,98,Total,Units,%,Estimated value,,,12 to 23 months old
Turkey,TR,TUR,792,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2012,96,Total,Units,%,Estimated value,,,12 to 23 months old
Turkey,TR,TUR,792,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2013,98,Total,Units,%,Estimated value,,,12 to 23 months old
Turkey,TR,TUR,792,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2014,94,Total,Units,%,Estimated value,,,12 to 23 months old
Turkey,TR,TUR,792,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2015,97,Total,Units,%,Estimated value,,,12 to 23 months old
Turkey,TR,TUR,792,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2016,98,Total,Units,%,Estimated value,,,12 to 23 months old
Turkey,TR,TUR,792,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2017,96,Total,Units,%,Estimated value,,,12 to 23 months old
Turkey,TR,TUR,792,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2018,96,Total,Units,%,Estimated value,,,12 to 23 months old
Turkey,TR,TUR,792,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2019,97,Total,Units,%,Estimated value,,,12 to 23 months old
